"scientific_name","common_name","stock_name","stock_area","overfishing","overfished","assessment_level","last_assessment","catch_gap","abundance_gap","LH_gap","comp_gap","eco_gap","Complexity.in.Reproductive.Strategy","Habitat.Specificity","Prey.Specificity","Exposure","Sensitivity","tmax","tm","rho","Fmsy_over_M","MASPS","margsd","Loo","K","M","r","status","tmax2","margsd2","rho2","Fmsy_over_M2","status2","avg_p_score","avg_s_score","score"
"Lutjanus _ kasmira","Bluestripe snapper","Guam Bottomfish Multi-species Complex","","Unknown","Unknown",2,2,2,2,2,2,2,3,3,3,1,3,2,2,1,1,2,2,1,3,2,2,2,2,2,1,1,2,2.28571428571429,1.69230769230769,1.98901098901099
"Lutjanus _ kasmira","Bluestripe snapper","Northern Mariana Islands Bottomfish Multi-species Complex","","Unknown","Unknown",2,2,2,2,2,2,2,3,3,3,1,3,2,2,1,1,2,2,1,3,2,2,2,2,2,1,1,2,2.28571428571429,1.69230769230769,1.98901098901099
"Lutjanus _ synagris","Lane snapper","Lane snapper - Gulf of Mexico","Gulf of Mexico","No","Unknown",2,3,1,2,2,2,3,2,2,3,1,2,3,2,2,1,3,3,1,2,3,3,2,3,3,2,1,2,2.5,1.92307692307692,2.21153846153846
"Lutjanus _ vivanus","Silk snapper","Silk snapper - Caribbean","Caribbean","Unknown","Unknown",1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,1,2,1.78571428571429,1.84615384615385,1.81593406593407
"Lyopsetta _ exilis","Slender sole","Bering Sea / Aleutian Islands Other Flatfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1.85714285714286,1.92307692307692,1.89010989010989
"Makaira _ nigricans","Blue marlin","Blue marlin - Atlantic","Atlantic","Unknown","Unknown",2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,3,1,2,3,3,2,1,2,2,2,1,3,2,2,2,2
"Makaira _ nigricans","Blue marlin","Blue marlin - Pacific","Pacific","Unknown","Unknown",2,1,1,3,3,3,3,2,2,2,2,2,2,2,1,3,1,2,3,3,2,1,2,2,2,1,3,2,2,2.07692307692308,2.03846153846154
"Malacocottus _ kincaidi","Blackfin sculpin","Bering Sea / Aleutian Islands Sculpin Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2,1.78571428571429,1.92307692307692,1.8543956043956
"Malacocottus _ zonurus","Darkfin sculpin","Bering Sea / Aleutian Islands Sculpin Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2,1.78571428571429,1.92307692307692,1.8543956043956
"Malacoraja _ senta","Smooth skate","Smooth skate - Gulf of Maine","Gulf of Maine","Unknown","Unknown",2,3,3,3,3,3,2,2,2,2,2,2,2,1,3,2,1,3,2,1,2,1,2,2,3,3,2,2,1.85714285714286,2.53846153846154,2.1978021978022
"Melanogrammus _ aeglefinus","Haddock","Haddock - Eastern Georges Bank","Eastern Georges Bank","Unknown","Unknown",2,2,2,2,2,2,2,3,3,3,1,2,2,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2,2.07142857142857,1.69230769230769,1.88186813186813
"Melanogrammus _ aeglefinus","Haddock","Haddock - Georges Bank","Georges Bank","No","No",2,2,0,3,3,3,2,3,3,3,1,2,2,2,1,1,2,1,2,2,2,2,3,2,1,1,1,3,2.07142857142857,1.92307692307692,1.99725274725275
"Melanogrammus _ aeglefinus","Haddock","Haddock - Gulf of Maine","Gulf of Maine","Yes","No",2,2,1,3,3,3,3,3,3,3,1,2,2,2,1,1,2,1,2,2,2,2,1,2,1,1,1,1,2.07142857142857,1.76923076923077,1.92032967032967
"Merluccius _ albidus","Offshore hake","Offshore hake - Northwestern Atlantic Coast","Northwestern Atlantic Coast","Unknown","Unknown",1,1,0,3,2,2,2,2,2,2,2,2,3,3,1,1,2,2,1,3,3,2,2,3,2,1,1,2,2.28571428571429,1.53846153846154,1.91208791208791
"Merluccius _ bilinearis","Silver hake","Silver hake - Gulf of Maine / Northern Georges Bank","Gulf of Maine / Northern Georges Bank","No","No",1,3,1,3,3,3,3,2,2,2,2,2,2,2,1,2,1,2,2,3,3,2,3,2,2,1,2,3,2.07142857142857,2.23076923076923,2.1510989010989
"Merluccius _ bilinearis","Silver hake","Silver hake - Southern Georges Bank / Mid-Atlantic","Southern Georges Bank / Mid-Atlantic","Unknown","Unknown",1,3,1,3,3,3,3,2,2,2,2,2,2,2,1,2,1,2,2,3,3,2,2,2,2,1,2,2,2.07142857142857,2.07692307692308,2.07417582417582
"Merluccius _ productus","Pacific hake","Pacific hake - Pacific Coast","Pacific Coast","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,2,3,3,1,2,2,1,1,3,2,1.85714285714286,1.92307692307692,1.89010989010989
"Microstomus _ pacificus","Dover sole","Bering Sea / Aleutian Islands Other Flatfish Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,2,2,1,1,2,1,2,1.42857142857143,1.92307692307692,1.67582417582418
"Microstomus _ pacificus","Dover sole","Dover sole - Gulf of Alaska","Gulf of Alaska","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,2,2,1,1,2,1,2,1.42857142857143,1.92307692307692,1.67582417582418
"Microstomus _ pacificus","Dover sole","Dover sole - Pacific Coast","Pacific Coast","No","No",2,3,0,3,2,3,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,2,3,1,1,2,1,3,1.42857142857143,2.15384615384615,1.79120879120879
"Monotaxis _ grandoculis","Bigeye bream","Bigeye bream - Guam","Guam","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,3,3,3,2,2,2,1,1,2,2.14285714285714,1.76923076923077,1.95604395604396
"Mulloidichthys _ flavolineatus","Yellowstripe goatfish","Yellowstripe goatfish - Main Hawaiian Islands","Main Hawaiian Islands","Unknown","Unknown",1,2,2,2,2,2,2,2,3,3,1,2,3,3,1,1,3,2,1,3,3,3,2,3,2,1,1,2,2.57142857142857,1.61538461538462,2.09340659340659
"Mulloidichthys _ vanicolensis","Yellowfin goatfish","Yellowfin goatfish - Main Hawaiian Islands","Main Hawaiian Islands","Unknown","Unknown",1,2,2,2,2,2,2,2,3,3,1,2,3,3,1,1,3,2,1,3,3,3,2,3,2,1,1,2,2.57142857142857,1.61538461538462,2.09340659340659
"Mustelus _ canis","Smooth dogfish","Gulf Smoothhound Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,3,2,1,2,1,2,2,3,1,3,2,1.85714285714286,1.92307692307692,1.89010989010989
"Mustelus _ canis","Smooth dogfish","Smooth dogfish - Atlantic","Atlantic","No","No",2,2,1,3,3,3,3,2,2,2,2,2,2,1,1,3,1,3,2,1,2,1,3,2,3,1,3,3,1.85714285714286,2.30769230769231,2.08241758241758
"Mustelus _ norrisi","Florida smoothhound","Gulf Smoothhound Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,3,2,2,2,1,2,2,3,1,3,2,1.92857142857143,1.92307692307692,1.92582417582418
"Mustelus _ sinusmexicanus","Gulf smoothhound","Gulf Smoothhound Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,3,2,2,2,1,2,2,3,1,3,2,1.92857142857143,1.92307692307692,1.92582417582418
"Mycteroperca _ bonaci","Black grouper","Black grouper - Southern Atlantic Coast / Gulf of Mexico","Southern Atlantic Coast / Gulf of Mexico","Unknown","Unknown",2,1,1,2,2,3,2,2,2,3,1,2,2,1,3,1,2,2,2,1,2,2,2,2,2,3,1,2,1.92857142857143,1.92307692307692,1.92582417582418
"Mycteroperca _ microlepis","Gag","Gag - Gulf of Mexico","Gulf of Mexico","Yes","Yes",3,3,1,3,2,2,3,2,2,2,2,2,2,1,3,1,2,2,2,1,2,2,1,2,2,3,1,1,1.85714285714286,2.15384615384615,2.00549450549451
"Mycteroperca _ microlepis","Gag","Gag - Southern Atlantic Coast","Southern Atlantic Coast","Yes","Yes",2,3,1,2,2,3,3,2,2,2,2,2,2,1,3,1,2,2,2,1,2,2,1,2,2,3,1,1,1.85714285714286,2.07692307692308,1.96703296703297
"Mycteroperca _ phenax","Scamp","Scamp - Gulf of Mexico","Gulf of Mexico","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,2,2,2,2,2,2,2,2,3,1,2,1.92857142857143,2.07692307692308,2.00274725274725
"Myoxocephalus _ jaok","Plain sculpin","Bering Sea / Aleutian Islands Sculpin Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,3,3,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2.07142857142857,1.84615384615385,1.95879120879121
"Myoxocephalus _ polyacanthocephalus","Great sculpin","Bering Sea / Aleutian Islands Sculpin Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,2,1,2,2,2,2,3,2,1,2,2,1.92307692307692,1.96153846153846
"Myoxocephalus _ polyacanthocephalus","Great sculpin","Gulf of Alaska Sculpin Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,2,1,2,2,2,2,3,2,1,2,2,1.92307692307692,1.96153846153846
"Myoxocephalus _ scorpius","Warty sculpin","Bering Sea / Aleutian Islands Sculpin Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,3,1,1,3,3,3,2,3,1,1,1,2,2.28571428571429,1.76923076923077,2.02747252747253
"Naso _ brevirostris","Shortnosed unicornfish","Shortnosed unicornfish - Main Hawaiian Islands","Main Hawaiian Islands","Unknown","Unknown",1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,3,3,2,2,2,1,1,1,2,1.92857142857143,1.69230769230769,1.81043956043956
"Naso _ hexacanthus","Sleek unicornfish","Sleek unicornfish - Main Hawaiian Islands","Main Hawaiian Islands","Unknown","Unknown",1,2,2,2,2,2,2,3,3,3,1,2,1,1,1,2,1,1,1,3,2,2,2,1,1,1,2,2,1.78571428571429,1.69230769230769,1.73901098901099
"Naso _ unicornis","Bluespine unicornfish","Bluespine unicornfish - Guam","Guam","Unknown","Unknown",2,2,2,2,2,2,2,3,3,3,1,3,1,1,1,1,2,1,1,3,2,2,2,1,1,1,1,2,1.92857142857143,1.69230769230769,1.81043956043956
"Nautichthys _ oculofasciatus","Sailfin sclupin","Bering Sea / Aleutian Islands Sculpin Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,3,2,1,3,3,3,2,3,2,1,1,2,2.35714285714286,1.76923076923077,2.06318681318681
"Nautichthys _ pribilovius","Eyeshade sculpin","Bering Sea / Aleutian Islands Sculpin Complex","","Unknown","Unknown",2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,3,2,1,3,3,3,2,3,2,1,1,2,2.35714285714286,1.76923076923077,2.06318681318681
"Ocyurus _ chrysurus","Yellowtail snapper","Yellowtail snapper - Southern Atlantic Coast / Gulf of Mexico","Southern Atlantic Coast / Gulf of Mexico","Unknown","Unknown",2,3,1,3,3,3,3,3,2,3,1,2,2,2,3,1,3,2,1,2,2,3,2,2,2,3,1,2,2.21428571428571,2.30769230769231,2.26098901098901
"Oncorhynchus _ gorbuscha","Pink salmon","Pink salmon - Puget Sound","Puget Sound","Unknown","Unknown",1,3,0,3,3,3,3,1,2,3,1,2,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.35714285714286,1.84615384615385,2.10164835164835
"Oncorhynchus _ kisutch","Coho salmon","Coho salmon - Auke Creek","Auke Creek","Unknown","Unknown",2,2,2,2,2,2,2,1,2,3,1,2,3,3,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.42857142857143,1.69230769230769,2.06043956043956
"Oncorhynchus _ kisutch","Coho salmon","Coho salmon - Berners River","Berners River","Unknown","Unknown",2,2,2,2,2,2,2,1,2,3,1,2,3,3,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.42857142857143,1.69230769230769,2.06043956043956
"Oncorhynchus _ kisutch","Coho salmon","Coho salmon - Ford Arm Lake","Ford Arm Lake","Unknown","Unknown",2,2,2,2,2,2,2,1,2,3,1,2,3,3,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.42857142857143,1.69230769230769,2.06043956043956
"Oncorhynchus _ kisutch","Coho salmon","Coho salmon - Hugh Smith Lake","Hugh Smith Lake","Unknown","Unknown",2,2,2,2,2,2,2,1,2,3,1,2,3,3,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.42857142857143,1.69230769230769,2.06043956043956
"Oncorhynchus _ kisutch","Coho salmon","Coho salmon - Oregon Production Index Area: Central California Coast","Oregon Production Index Area: Central California Coast","Unknown","Unknown",2,3,1,3,2,2,2,1,2,3,1,2,3,3,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.42857142857143,1.76923076923077,2.0989010989011
"Oncorhynchus _ kisutch","Coho salmon","Coho salmon - Oregon Production Index Area: Columbia River Early Hatchery","Oregon Production Index Area: Columbia River Early Hatchery","Unknown","Unknown",2,3,0,3,3,2,1,1,2,3,1,2,3,3,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.42857142857143,1.69230769230769,2.06043956043956
"Oncorhynchus _ kisutch","Coho salmon","Coho salmon - Oregon Production Index Area: Columbia River Late Hatchery","Oregon Production Index Area: Columbia River Late Hatchery","Unknown","Unknown",2,3,0,3,3,2,1,1,2,3,1,2,3,3,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.42857142857143,1.69230769230769,2.06043956043956
"Oncorhynchus _ kisutch","Coho salmon","Coho salmon - Oregon Production Index Area: Lower Columbia Natural","Oregon Production Index Area: Lower Columbia Natural","Unknown","Unknown",2,3,2,3,2,2,1,1,2,3,1,2,3,3,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.42857142857143,1.76923076923077,2.0989010989011
"Oncorhynchus _ kisutch","Coho salmon","Coho salmon - Oregon Production Index Area: Oregon Coast Hatchery","Oregon Production Index Area: Oregon Coast Hatchery","Unknown","Unknown",2,3,0,3,3,2,1,1,2,3,1,2,3,3,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.42857142857143,1.69230769230769,2.06043956043956
"Oncorhynchus _ kisutch","Coho salmon","Coho salmon - Oregon Production Index Area: Oregon Coast Natural","Oregon Production Index Area: Oregon Coast Natural","Unknown","Unknown",2,3,0,3,2,2,3,1,2,3,1,2,3,3,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.42857142857143,1.76923076923077,2.0989010989011
"Oncorhynchus _ kisutch","Coho salmon","Coho salmon - Oregon Production Index Area: Southern Oregon/Northern California Coast","Oregon Production Index Area: Southern Oregon/Northern California Coast","Unknown","Unknown",2,3,1,3,2,2,2,1,2,3,1,2,3,3,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.42857142857143,1.76923076923077,2.0989010989011
"Oncorhynchus _ kisutch","Coho salmon","Coho salmon - Puget Sound: Hood Canal","Puget Sound: Hood Canal","Unknown","Unknown",2,3,0,3,3,2,1,1,2,3,1,2,3,3,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.42857142857143,1.69230769230769,2.06043956043956
"Oncorhynchus _ kisutch","Coho salmon","Coho salmon - Puget Sound: Skagit","Puget Sound: Skagit","Unknown","Unknown",2,3,0,3,3,2,3,1,2,3,1,2,3,3,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.42857142857143,1.84615384615385,2.13736263736264
"Oncorhynchus _ kisutch","Coho salmon","Coho salmon - Puget Sound: Snohomish","Puget Sound: Snohomish","Unknown","Unknown",2,3,0,3,3,2,1,1,2,3,1,2,3,3,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.42857142857143,1.69230769230769,2.06043956043956
"Oncorhynchus _ kisutch","Coho salmon","Coho salmon - Puget Sound: South Puget Sound Hatchery","Puget Sound: South Puget Sound Hatchery","Unknown","Unknown",2,3,0,3,3,2,1,1,2,3,1,2,3,3,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.42857142857143,1.69230769230769,2.06043956043956
"Oncorhynchus _ kisutch","Coho salmon","Coho salmon - Puget Sound: Stillaguamish","Puget Sound: Stillaguamish","Unknown","Unknown",2,3,0,3,3,2,1,1,2,3,1,2,3,3,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.42857142857143,1.69230769230769,2.06043956043956
"Oncorhynchus _ kisutch","Coho salmon","Coho salmon - Washington Coast: Grays Harbor","Washington Coast: Grays Harbor","Unknown","Unknown",2,3,0,3,3,3,3,1,2,3,1,2,3,3,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.42857142857143,1.92307692307692,2.17582417582418
"Oncorhynchus _ kisutch","Coho salmon","Coho salmon - Washington Coast: Hoh","Washington Coast: Hoh","Unknown","Unknown",2,3,0,3,3,3,3,1,2,3,1,2,3,3,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.42857142857143,1.92307692307692,2.17582417582418
"Oncorhynchus _ kisutch","Coho salmon","Coho salmon - Washington Coast: Queets","Washington Coast: Queets","Unknown","Unknown",2,3,0,3,3,3,3,1,2,3,1,2,3,3,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.42857142857143,1.92307692307692,2.17582417582418
"Oncorhynchus _ kisutch","Coho salmon","Coho salmon - Washington Coast: Quillayute Fall","Washington Coast: Quillayute Fall","Unknown","Unknown",2,3,0,3,3,3,1,1,2,3,1,2,3,3,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.42857142857143,1.76923076923077,2.0989010989011
"Oncorhynchus _ kisutch","Coho salmon","Coho salmon - Washington Coast: Quillayute Summer Hatchery","Washington Coast: Quillayute Summer Hatchery","Unknown","Unknown",2,3,0,3,3,3,1,1,2,3,1,2,3,3,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.42857142857143,1.76923076923077,2.0989010989011
"Oncorhynchus _ kisutch","Coho salmon","Coho salmon - Washington Coast: Quinault Hatchery","Washington Coast: Quinault Hatchery","Unknown","Unknown",2,3,0,3,3,3,1,1,2,3,1,2,3,3,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.42857142857143,1.76923076923077,2.0989010989011
"Oncorhynchus _ kisutch","Coho salmon","Coho salmon - Washington Coast: Strait of Juan de Fuca","Washington Coast: Strait of Juan de Fuca","Unknown","Unknown",2,3,0,3,3,3,3,1,2,3,1,2,3,3,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.42857142857143,1.92307692307692,2.17582417582418
"Oncorhynchus _ kisutch","Coho salmon","Coho salmon - Washington Coast: Willapa Bay Hatchery","Washington Coast: Willapa Bay Hatchery","Unknown","Unknown",2,3,0,3,3,3,1,1,2,3,1,2,3,3,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.42857142857143,1.76923076923077,2.0989010989011
"Oncorhynchus _ kisutch","Coho salmon","Coho salmon - Washington Coast: Willapa Bay Natural","Washington Coast: Willapa Bay Natural","Unknown","Unknown",2,3,0,3,3,3,1,1,2,3,1,2,3,3,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.42857142857143,1.76923076923077,2.0989010989011
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - California Central Valley: Sacramento River Fall","California Central Valley: Sacramento River Fall","No","No",2,3,1,3,1,1,2,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,3,3,2,1,1,3,2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - California Central Valley: Sacramento River Spring","California Central Valley: Sacramento River Spring","Unknown","Unknown",2,3,3,2,1,2,2,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - California Central Valley: Sacramento River Winter","California Central Valley: Sacramento River Winter","Unknown","Unknown",2,3,1,3,3,3,2,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.92307692307692,2.1043956043956
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Columbia River Basin: Lower River Hatchery Fall","Columbia River Basin: Lower River Hatchery Fall","Unknown","Unknown",2,3,0,3,3,3,2,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.84615384615385,2.06593406593407
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Columbia River Basin: Lower River Hatchery Spring","Columbia River Basin: Lower River Hatchery Spring","Unknown","Unknown",2,3,0,2,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.69230769230769,1.98901098901099
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall","Columbia River Basin: Mid-River Bright Hatchery Fall","Unknown","Unknown",2,3,0,3,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Columbia River Basin: North Lewis River Fall","Columbia River Basin: North Lewis River Fall","Unknown","Unknown",2,3,1,3,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.84615384615385,2.06593406593407
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Columbia River Basin: Snake River Fall","Columbia River Basin: Snake River Fall","Unknown","Unknown",2,3,1,3,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.84615384615385,2.06593406593407
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Columbia River Basin: Snake River Spring/Summer","Columbia River Basin: Snake River Spring/Summer","Unknown","Unknown",2,3,1,3,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.84615384615385,2.06593406593407
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Columbia River Basin: Spring Creek Hatchery Fall","Columbia River Basin: Spring Creek Hatchery Fall","Unknown","Unknown",2,3,0,3,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Columbia River Basin: Upper River Bright Fall","Columbia River Basin: Upper River Bright Fall","Unknown","Unknown",2,3,0,3,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Columbia River Basin: Upper River Spring","Columbia River Basin: Upper River Spring","Unknown","Unknown",2,3,1,3,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.84615384615385,2.06593406593407
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Columbia River Basin: Upper River Summer","Columbia River Basin: Upper River Summer","Unknown","Unknown",2,3,0,2,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.69230769230769,1.98901098901099
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Columbia River Basin: Upper Willamette Spring","Columbia River Basin: Upper Willamette Spring","Unknown","Unknown",2,3,1,3,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.84615384615385,2.06593406593407
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Eastern North Pacific Far North Migrating","Eastern North Pacific Far North Migrating","Unknown","Unknown",2,3,0,3,3,1,3,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Northern California Coast: California Coastal","Northern California Coast: California Coastal","Unknown","Unknown",2,3,4,3,1,1,2,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.84615384615385,2.06593406593407
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Northern California Coast: Klamath River Fall","Northern California Coast: Klamath River Fall","Unknown","Unknown",2,3,1,3,2,3,2,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.84615384615385,2.06593406593407
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Northern California Coast: Klamath River Spring","Northern California Coast: Klamath River Spring","Unknown","Unknown",1,1,3,2,1,1,2,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.46153846153846,1.87362637362637
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Oregon Coast: Central and Northern Oregon","Oregon Coast: Central and Northern Oregon","Unknown","Unknown",2,3,1,2,2,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.69230769230769,1.98901098901099
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Oregon Coast: Southern Oregon","Oregon Coast: Southern Oregon","Unknown","Unknown",2,3,0,2,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.69230769230769,1.98901098901099
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Puget Sound: Cedar River Summer/Fall","Puget Sound: Cedar River Summer/Fall","Unknown","Unknown",2,3,0,3,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Puget Sound: Eastern Strait of Juan de Fuca Summer/Fall","Puget Sound: Eastern Strait of Juan de Fuca Summer/Fall","Unknown","Unknown",2,3,2,3,2,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.84615384615385,2.06593406593407
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Puget Sound: Green River Summer/Fall","Puget Sound: Green River Summer/Fall","Unknown","Unknown",2,3,0,3,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.76923076923077,2.02747252747253
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Puget Sound: Mid Hood Canal Summer/Fall","Puget Sound: Mid Hood Canal Summer/Fall","Unknown","Unknown",2,3,2,3,3,2,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.84615384615385,2.06593406593407
"Oncorhynchus _ tshawytscha","Chinook salmon","Chinook salmon - Puget Sound: Nisqually River Summer/Fall","Puget Sound: Nisqually River Summer/Fall","Unknown","Unknown",2,3,0,3,3,3,1,1,2,3,1,1,3,2,1,1,2,2,2,3,3,3,2,3,2,1,1,2,2.28571428571429,1.76923076923077,2.02747252747253
