Common_name
Walleye pollock – Western / Central / West Yautat Gulf of Alaska
Yelloweye rockfish – Gulf of Alaska [indicator for Gulf of Alaska Demersal Shelf Rockfish Complex]
Sablefish - Eastern Bering Sea / Aleutian Islands / Gulf of Alaska
Blue king crab – Pribilof Islands
Blue king crab – Saint Matthew Island
Golden king crab – Aleutian Islands
Golden king crab – Pribilof Islands
Red king crab – Bristol Bay
Red king crab – Norton Sound
Red king crab – Pribilof Islands
Red king crab – Western Aleutian Islands
Snow crab – Bering Sea
Southern Tanner crab – Bering Sea
Arctic cod - Arctic Management Area
Saffron cod - Arctic Management Area
Snow crab - Arctic Management Area
Coho salmon - Auke Creek [indicator for Alaska Coho Salmon Assemblage]
Coho salmon - Berners River [indicator for Alaska Coho Salmon Assemblage]
Coho salmon - Hugh Smith Lake [indicator for Alaska Coho Salmon Assemblage]
Chinook salmon - Eastern North Pacific Far North Migrating
Weathervane scallop - Alaska
Arrowtooth flounder - Pacific Coast
Aurora rockfish - Pacific Coast [member of Minor Slope Rockfish]
Bank rockfish - Pacific Coast [member of Minor Slope Rockfish]
Big skate - Pacific Coast
Black rockfish - Pacific Coast
Blackgill rockfish - Pacific Coast [member of Minor Slope Rockfish]
Bocaccio - Pacific Coast
Bronzespotted rockfish - Pacific Coast [member of Minor Shelf Rockfish]
Brown rockfish - Pacific Coast [member of Minor Nearshore Rockfish]
Butter sole - Pacific Coast [member of Other Flatfish]
Cabezon - Pacific Coast
Calico rockfish - Pacific Coast [member of Minor Nearshore Rockfish]
California scorpionfish - Pacific Coast
Canary rockfish - Pacific Coast
Chameleon rockfish - Pacific Coast [member of Minor Shelf Rockfish]
Chilipepper - Pacific Coast
China rockfish - Pacific Coast
Copper rockfish - Pacific Coast
Cowcod - Pacific Coast
Curlfin sole - Pacific Coast [member of Other Flatfish]
Darkblotched rockfish - Pacific Coast
Dover sole - Pacific Coast
English sole - Pacific Coast
Flag rockfish - Pacific Coast [member of Minor Shelf Rockfish]
Flathead sole - Pacific Coast [member of Other Flatfish]
Freckled rockfish - Pacific Coast [member of Minor Shelf Rockfish]
Grass rockfish - Pacific Coast [member of Minor Nearshore Rockfish]
Greenblotched rockfish - Pacific Coast [member of Minor Shelf Rockfish]
Greenspotted rockfish - Pacific Coast [member of Minor Shelf Rockfish]
Greenstriped rockfish - Pacific Coast [member of Minor Shelf Rockfish]
Halfbanded rockfish - Pacific Coast [member of Minor Shelf Rockfish]
Harlequin rockfish - Pacific Coast [member of Minor Shelf Rockfish]
Honeycomb rockfish - Pacific Coast [member of Minor Shelf Rockfish]
Kelp greenling - Pacific Coast [member of Other Fish]
Kelp rockfish - Pacific Coast [member of Minor Nearshore Rockfish]
Leopard shark - Pacific Coast [member of Other Fish]
Lingcod - Pacific Coast
Longnose skate - Pacific Coast
Longspine thornyhead - Pacific Coast
Mexican rockfish - Pacific Coast [member of Minor Shelf Rockfish]
Olive rockfish - Pacific Coast [member of Minor Nearshore Rockfish]
Pacific Coast Blue and Deacon Rockfish Complex [member of Minor Nearshore Rockfish]
Pacific Coast Gopher and Black-and-Yellow Rockfish Complex [member of Minor Nearshore Rockfish]
Pacific Coast Blackspotted and Rougheye Rockfish Complex [member of Minor Slope Rockfish]
Pacific Coast Vermilion and Sunset Rockfish Complex [member of Minor Shelf Rockfish]
Pacific cod - Pacific Coast
Pacific hake - Pacfic Coast
Pacific ocean perch - Pacific Coast
Pacific sanddab - Pacific Coast [member of Other Flatfish]
Pacific spiny dogfish - Pacific Coast
Petrale sole - Pacific Coast
Pink rockfish - Pacific Coast [member of Minor Shelf Rockfish]
Pinkrose rockfish - Pacific Coast [member of Minor Shelf Rockfish]
Pygmy rockfish - Pacific Coast [member of Minor Shelf Rockfish]
Quillback rockfish - Pacific Coast [member of Minor Nearshore Rockfish]
Redbanded rockfish - Pacific Coast [member of Minor Slope Rockfish]
Redstripe rockfish - Pacific Coast [member of Minor Shelf Rockfish]
Rex sole - Pacific Coast [member of Other Flatfish]
Rock sole - Pacific Coast [member of Other Flatfish]
Rosethorn rockfish - Pacific Coast [member of Minor Shelf Rockfish]
Rosy rockfish - Pacific Coast [member of Minor Shelf Rockfish]
Sablefish - Pacific Coast
Sand sole - Pacific Coast [member of Other Flatfish]
Sharpchin rockfish - Pacific Coast [member of Minor Slope Rockfish]
Shortbelly rockfish - Pacific Coast
Shortraker rockfish - Pacific Coast [member of Minor Slope Rockfish]
Shortspine thornyhead - Pacific Coast
Silvergray rockfish - Pacific Coast [member of Minor Shelf Rockfish]
Speckled rockfish - Pacific Coast [member of Minor Shelf Rockfish]
Splitnose rockfish - Pacific Coast
Squarespot rockfish - Pacific Coast [member of Minor Shelf Rockfish]
Starry flounder - Pacific Coast
Starry rockfish - Pacific Coast [member of Minor Shelf Rockfish]
Stripetail rockfish - Pacific Coast
Swordspine rockfish - Pacific Coast [member of Minor Shelf Rockfish]
Tiger rockfish - Pacific Coast [member of Minor Shelf Rockfish]
Treefish - Pacific Coast [member of Minor Nearshore Rockfish]
Widow rockfish - Pacific Coast
Yelloweye rockfish - Pacific Coast
Yellowmouth rockfish - Pacific Coast [member of Minor Slope Rockfish]
Yellowtail rockfish - Pacific Coast
Pacific Coast Salmon Fishery Management Plan
Chinook salmon - Columbia River Basin: Lower River Hatchery Fall
Chinook salmon - Columbia River Basin: Lower River Hatchery Spring
Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall
Chinook salmon - Columbia River Basin: North Lewis River Fall
Chinook salmon - Columbia River Basin: Snake River Fall
Chinook salmon - Columbia River Basin: Snake River Spring/Summer
Chinook salmon - Columbia River Basin: Spring Creek Hatchery Fall
Chinook salmon - Columbia River Basin: Upper River Bright Fall
Chinook salmon - Columbia River Basin: Upper River Spring
Chinook salmon - Columbia River Basin: Upper River Summer
Chinook salmon - Columbia River Basin: Upper Willamette Spring
Chinook salmon - Oregon Coast: Central and Northern Oregon
Chinook salmon - Oregon Coast: Southern Oregon
Chinook salmon - Puget Sound: Cedar River Summer/Fall
Chinook salmon - Puget Sound: Eastern Strait of Juan de Fuca Summer/Fall
Chinook salmon - Puget Sound: Green River Summer/Fall
Chinook salmon - Puget Sound: Mid Hood Canal Summer/Fall
Chinook salmon - Puget Sound: Nisqually River Summer/Fall
Chinook salmon - Puget Sound: Nooksack Spring Early
Chinook salmon - Puget Sound: Puyallup Summer/Fall
Chinook salmon - Puget Sound: Skagit Spring
Chinook salmon - Puget Sound: Skagit Summer/Fall
Chinook salmon - Puget Sound: Skokomish Summer/Fall
Chinook salmon - Puget Sound: Snohomish Summer/Fall
Chinook salmon - Puget Sound: Stillaguamish Summer/Fall
Chinook salmon - Puget Sound: White River Spring
Chinook salmon - Washington Coast: Grays Harbor Fall
Chinook salmon - Washington Coast: Grays Harbor Spring
Chinook salmon - Washington Coast: Hoh Fall
Chinook salmon - Washington Coast: Hoh Spring/Summer
Chinook salmon - Washington Coast: Hoko Summer/Fall
Chinook salmon - Washington Coast: Queets Fall
Chinook salmon - Washington Coast: Queets Spring/Summer
Chinook salmon - Washington Coast: Quillayute Fall
Chinook salmon - Washington Coast: Quillayute Spring/Summer
Chinook salmon - Washington Coast: Quinault Fall Hatchery
Chinook salmon - Washington Coast: Willapa Bay Fall Hatchery
Chinook salmon - Washington Coast: Willapa Bay Fall Natural
Coho salmon - Oregon Production Index Area: Columbia River Early Hatchery
Coho salmon - Oregon Production Index Area: Columbia River Late Hatchery
Coho salmon - Oregon Production Index Area: Lower Columbia Natural
Coho salmon - Oregon Production Index Area: Oregon Coast Hatchery
Coho salmon - Oregon Production Index Area: Oregon Coast Natural
Coho salmon - Puget Sound: Hood Canal
Coho salmon - Puget Sound: Skagit
Coho salmon - Puget Sound: Snohomish
Coho salmon - Puget Sound: South Puget Sound Hatchery
Coho salmon - Puget Sound: Stillaguamish
Coho salmon - Washington Coast: Grays Harbor
Coho salmon - Washington Coast: Hoh
Coho salmon - Washington Coast: Queets
Coho salmon - Washington Coast: Quillayute Fall
Coho salmon - Washington Coast: Quillayute Summer Hatchery
Coho salmon - Washington Coast: Quinault Hatchery
Coho salmon - Washington Coast: Strait of Juan de Fuca
Coho salmon - Washington Coast: Willapa Bay Hatchery
Coho salmon - Washington Coast: Willapa Bay Natural
Pink salmon - Puget Sound
Chinook salmon - California Central Valley: Sacramento River Fall
Chinook salmon - California Central Valley: Sacramento River Spring
Chinook salmon - California Central Valley: Sacramento River Winter
Chinook salmon - Northern California Coast: California Coastal
Chinook salmon - Northern California Coast: Klamath River Fall
Chinook salmon - Northern California Coast: Klamath River Spring
Chinook salmon - Northern California Coast: Smith River
Coho salmon - Oregon Production Index Area: Central California Coast
Coho salmon - Oregon Production Index Area: Southern Oregon/Northern California Coast
Jack mackerel - Pacific Coast
Krill (Euphausiacea) - Pacific Coast
Northern anchovy - Northern Pacific Coast
Northern anchovy - Southern Pacific Coast
Opalescent inshore squid - Pacific Coast
Pacific chub mackerel - Pacific Coast
Pacific sardine - Northern Subpopulation
Albacore - North Pacific
Bigeye tuna - Eastern Pacific
Blue shark - North Pacific
Pacific bluefin tuna - Pacific
Shortfin mako - North Pacific
Skipjack tuna - Eastern Pacific
Striped marlin - Eastern Pacific
Swordfish - Eastern Pacific
Yellowfin tuna - Eastern Pacific
American Samoa Bottomfish Multi-species Complex
Crimson jobfish - Main Hawaiian Islands 
Green jobfish - Main Hawaiian Islands
180 Fathom Bank Precious Coral Complex
Au'Au Bed Black Coral Complex
Brooks Bank Precious Coral Complex
Deepwater shrimps (Heterocarpus spp.) - Main Hawaiian Islands
Hancock Seamount Groundfish Complex
Hawaiian Archipelago Exploratory Area Precious Coral Complex
Kaena Point Bed Precious Coral Complex
Keahole Bed Precious Coral Complex
Main Hawaiian Islands Deep 7 Bottomfish Multi-species Complex
Makapu'u Bed Precious Corals Multi-species Complex
Northwestern Hawaiian Islands Bottomfish Multi-species Complex
Northwestern Hawaiian Islands Crustacean Complex
Spanner crab - Main Hawaiian Islands
Westpac Bed Refugium - Precious Corals Complex
Guam Bottomfish Multi-species Complex
Northern Mariana Islands Bottomfish Multi-species Complex
Pacific Remote Island Areas Ecosystem Fishery Management Plan
Pacific Remote Island Areas Black Precious Coral Complex
Pacific Remote Island Areas Bottomfish Complex
Pacific Remote Island Areas Coral Reef Ecosystem Multi-species Complex
Pacific Remote Island Areas Crustacean Complex
Pacific Remote Island Areas Exploratory Area Precious Coral Complex
Albacore - South Pacific
Black marlin - Pacific
Blue marlin - Pacific
Kawakawa - Pacific
Longfin mako - North Pacific
Oceanic whitetip shark - Western and Central Pacific
Opah - Pacific
Pacific Other Tuna Relatives Complex
Pomfrets (Bramidae) - Pacific
Sailfish - Pacific
Salmon shark - North Pacific
Shortbill spearfish - Pacific
Silky shark - Western and Central Pacific
Snake mackerels (Gempylidae) - Pacific
Wahoo - Pacific
Western Pacific Squid Complex
Bigeye thresher - Pacific
Bigeye tuna - Western and Central Pacific
Dolphinfish - Pacific
Pelagic thresher - North Pacific
Skipjack tuna - Western and Central Pacific
Striped marlin - Western and Central North Pacific
Swordfish - Western and Central North Pacific
Thresher shark - North Pacific
Yellowfin tuna - Western and Central Pacific
