"Stock.Name","Jurisdiction","FMP","Science.Center","Regional.Ecosystem","Common.Name","Stock.Area","Assessment.Level","Model.Category","F.Flimit","F.Fmsy","B.Blimit","B.Bmsy","Genus","Species","overfishing","overfished","scientific_name","Mean.Gap","Exposure","Sensitivity","Loo","tmax","tm","M","h","r","Fmsy_over_M","Assessment.Level_scored","Model.Category_scored","status","scored_gap","avg_p_score","avg_s_score","distance","family","phylopic_uuid","Survey.Ecosystem","survey","type","type_and_region"
"Winter flounder - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Winter flounder","Gulf of Maine",1,2,0.225999996,NA,NA,NA,"Pseudopleuronectes","americanus","No","Unknown","Pseudopleuronectes americanus",1.5,NA,NA,3,2,2,2,3,3,3,NA,3,2,1,2.5,2.25,1.346291202,"Pleuronectidae","83fae06d-c93d-41d6-9080-82734bc59163","Northeast Shelf","Bottom Trawl Survey_Fall","bottom trawl","Northeast Shelf bottom trawl"
"Winter flounder - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Winter flounder","Gulf of Maine",1,2,0.225999996,NA,NA,NA,"Pseudopleuronectes","americanus","No","Unknown","Pseudopleuronectes americanus",1.5,NA,NA,3,2,2,2,3,3,3,NA,3,2,1,2.5,2.25,1.346291202,"Pleuronectidae","83fae06d-c93d-41d6-9080-82734bc59163","Northeast Shelf","Massachusetts DMF Bottom Trawl_Fall","bottom trawl","Northeast Shelf bottom trawl"
"Winter flounder - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Winter flounder","Gulf of Maine",1,2,0.225999996,NA,NA,NA,"Pseudopleuronectes","americanus","No","Unknown","Pseudopleuronectes americanus",1.5,NA,NA,3,2,2,2,3,3,3,NA,3,2,1,2.5,2.25,1.346291202,"Pleuronectidae","83fae06d-c93d-41d6-9080-82734bc59163","Northeast Shelf","NH/ME Inshore Trawl Survey (MDMF)","bottom trawl","Northeast Shelf bottom trawl"
"Winter flounder - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Winter flounder","Southern New England / Mid-Atlantic",4,6,0.230000004,0.230000004,2.023999929,1.011999965,"Pseudopleuronectes","americanus","Unknown","Unknown","Pseudopleuronectes americanus",1,NA,NA,3,2,2,2,3,3,3,1,1,NA,1,2.5,1.666666667,0.833333333,"Pleuronectidae","83fae06d-c93d-41d6-9080-82734bc59163","Northeast Shelf","Bottom Trawl Survey_Fall","bottom trawl","Northeast Shelf bottom trawl"
"Winter flounder - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Winter flounder","Southern New England / Mid-Atlantic",4,6,0.230000004,0.230000004,2.023999929,1.011999965,"Pseudopleuronectes","americanus","Unknown","Unknown","Pseudopleuronectes americanus",1,NA,NA,3,2,2,2,3,3,3,1,1,NA,1,2.5,1.666666667,0.833333333,"Pleuronectidae","83fae06d-c93d-41d6-9080-82734bc59163","Northeast Shelf","Bottom Trawl Survey_Spring","bottom trawl","Northeast Shelf bottom trawl"
"Winter flounder - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Winter flounder","Southern New England / Mid-Atlantic",4,6,0.230000004,0.230000004,2.023999929,1.011999965,"Pseudopleuronectes","americanus","Unknown","Unknown","Pseudopleuronectes americanus",1,NA,NA,3,2,2,2,3,3,3,1,1,NA,1,2.5,1.666666667,0.833333333,"Pleuronectidae","83fae06d-c93d-41d6-9080-82734bc59163","Northeast Shelf","Bottom Trawl Survey_Winter","bottom trawl","Northeast Shelf bottom trawl"
"Witch flounder - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Witch flounder","Northwestern Atlantic Coast",NA,2,NA,NA,NA,NA,"Glyptocephalus","cynoglossus","Unknown","Unknown","Glyptocephalus cynoglossus",1.25,NA,NA,3,2,1,2,2,2,3,NA,3,NA,1,2,2.333333333,1.666666667,"Pleuronectidae","ecf32e52-2a7a-4faa-a490-c32c79d72295","Northeast Shelf","Bottom Trawl Survey_Fall","bottom trawl","Northeast Shelf bottom trawl"
"Witch flounder - Northwestern Atlantic Coast","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Witch flounder","Northwestern Atlantic Coast",NA,2,NA,NA,NA,NA,"Glyptocephalus","cynoglossus","Unknown","Unknown","Glyptocephalus cynoglossus",1.25,NA,NA,3,2,1,2,2,2,3,NA,3,NA,1,2,2.333333333,1.666666667,"Pleuronectidae","ecf32e52-2a7a-4faa-a490-c32c79d72295","Northeast Shelf","Bottom Trawl Survey_Spring","bottom trawl","Northeast Shelf bottom trawl"
"Yellowtail flounder - Cape Cod / Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Yellowtail flounder","Cape Cod / Gulf of Maine",NA,4,0.323000014,0.323000014,1.993000031,0.996999979,"Limanda","ferruginea","No","No","Limanda ferruginea",0.25,NA,NA,3,2,2,2,3,2,3,NA,2,1,1,2.333333333,1.75,1.003466215,"Pleuronectidae","4db55c0c-77b6-48f8-b7b6-1e5ff9c73787","Northeast Shelf","Bottom Trawl Survey_Fall","bottom trawl","Northeast Shelf bottom trawl"
"Yellowtail flounder - Cape Cod / Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Yellowtail flounder","Cape Cod / Gulf of Maine",NA,4,0.323000014,0.323000014,1.993000031,0.996999979,"Limanda","ferruginea","No","No","Limanda ferruginea",0.25,NA,NA,3,2,2,2,3,2,3,NA,2,1,1,2.333333333,1.75,1.003466215,"Pleuronectidae","4db55c0c-77b6-48f8-b7b6-1e5ff9c73787","Northeast Shelf","Bottom Trawl Survey_Spring","bottom trawl","Northeast Shelf bottom trawl"
"Yellowtail flounder - Cape Cod / Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Yellowtail flounder","Cape Cod / Gulf of Maine",NA,4,0.323000014,0.323000014,1.993000031,0.996999979,"Limanda","ferruginea","No","No","Limanda ferruginea",0.25,NA,NA,3,2,2,2,3,2,3,NA,2,1,1,2.333333333,1.75,1.003466215,"Pleuronectidae","4db55c0c-77b6-48f8-b7b6-1e5ff9c73787","Northeast Shelf","Massachusetts DMF Bottom Trawl_Fall","bottom trawl","Northeast Shelf bottom trawl"
"Yellowtail flounder - Cape Cod / Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Yellowtail flounder","Cape Cod / Gulf of Maine",NA,4,0.323000014,0.323000014,1.993000031,0.996999979,"Limanda","ferruginea","No","No","Limanda ferruginea",0.25,NA,NA,3,2,2,2,3,2,3,NA,2,1,1,2.333333333,1.75,1.003466215,"Pleuronectidae","4db55c0c-77b6-48f8-b7b6-1e5ff9c73787","Northeast Shelf","Massachusetts DMF Bottom Trawl_Spring","bottom trawl","Northeast Shelf bottom trawl"
"Yellowtail flounder - Cape Cod / Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Yellowtail flounder","Cape Cod / Gulf of Maine",NA,4,0.323000014,0.323000014,1.993000031,0.996999979,"Limanda","ferruginea","No","No","Limanda ferruginea",0.25,NA,NA,3,2,2,2,3,2,3,NA,2,1,1,2.333333333,1.75,1.003466215,"Pleuronectidae","4db55c0c-77b6-48f8-b7b6-1e5ff9c73787","Northeast Shelf","NH/ME Inshore Trawl Survey (MDMF)","bottom trawl","Northeast Shelf bottom trawl"
"Yellowtail flounder - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Yellowtail flounder","Southern New England / Mid-Atlantic",NA,6,0.234999999,0.234999999,0.082000002,0.041000001,"Limanda","ferruginea","Unknown","Unknown","Limanda ferruginea",0,NA,NA,3,2,2,2,3,2,3,NA,1,NA,1,2.333333333,1.666666667,0.942809042,"Pleuronectidae","4db55c0c-77b6-48f8-b7b6-1e5ff9c73787","Northeast Shelf","Bottom Trawl Survey_Fall","bottom trawl","Northeast Shelf bottom trawl"
"Yellowtail flounder - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Yellowtail flounder","Southern New England / Mid-Atlantic",NA,6,0.234999999,0.234999999,0.082000002,0.041000001,"Limanda","ferruginea","Unknown","Unknown","Limanda ferruginea",0,NA,NA,3,2,2,2,3,2,3,NA,1,NA,1,2.333333333,1.666666667,0.942809042,"Pleuronectidae","4db55c0c-77b6-48f8-b7b6-1e5ff9c73787","Northeast Shelf","Bottom Trawl Survey_Spring","bottom trawl","Northeast Shelf bottom trawl"
"Yellowtail flounder - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Yellowtail flounder","Southern New England / Mid-Atlantic",NA,6,0.234999999,0.234999999,0.082000002,0.041000001,"Limanda","ferruginea","Unknown","Unknown","Limanda ferruginea",0,NA,NA,3,2,2,2,3,2,3,NA,1,NA,1,2.333333333,1.666666667,0.942809042,"Pleuronectidae","4db55c0c-77b6-48f8-b7b6-1e5ff9c73787","Northeast Shelf","Bottom Trawl Survey_Winter","bottom trawl","Northeast Shelf bottom trawl"
"Yellowtail flounder - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Yellowtail flounder","Southern New England / Mid-Atlantic",NA,6,0.234999999,0.234999999,0.082000002,0.041000001,"Limanda","ferruginea","Unknown","Unknown","Limanda ferruginea",0,NA,NA,3,2,2,2,3,2,3,NA,1,NA,1,2.333333333,1.666666667,0.942809042,"Pleuronectidae","4db55c0c-77b6-48f8-b7b6-1e5ff9c73787","Southeast Shelf","MARMAP Reef Fish Long Bottom Longline Survey (SCDNR)","hook and line","Southeast Shelf hook and line"
"Yellowtail flounder - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Yellowtail flounder","Southern New England / Mid-Atlantic",NA,6,0.234999999,0.234999999,0.082000002,0.041000001,"Limanda","ferruginea","Unknown","Unknown","Limanda ferruginea",0,NA,NA,3,2,2,2,3,2,3,NA,1,NA,1,2.333333333,1.666666667,0.942809042,"Pleuronectidae","4db55c0c-77b6-48f8-b7b6-1e5ff9c73787","Northeast Shelf","Northeast Atlantic Benthic Habitat_Winter","visual","Northeast Shelf visual"
"Yellowtail flounder - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Yellowtail flounder","Southern New England / Mid-Atlantic",NA,6,0.234999999,0.234999999,0.082000002,0.041000001,"Limanda","ferruginea","Unknown","Unknown","Limanda ferruginea",0,NA,NA,3,2,2,2,3,2,3,NA,1,NA,1,2.333333333,1.666666667,0.942809042,"Pleuronectidae","4db55c0c-77b6-48f8-b7b6-1e5ff9c73787","Northeast Shelf","Northeast Ecosystem Monitoring (EcoMon)_Fall","midwater trawl","Northeast Shelf midwater trawl"
"Yellowtail flounder - Southern New England / Mid-Atlantic","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Yellowtail flounder","Southern New England / Mid-Atlantic",NA,6,0.234999999,0.234999999,0.082000002,0.041000001,"Limanda","ferruginea","Unknown","Unknown","Limanda ferruginea",0,NA,NA,3,2,2,2,3,2,3,NA,1,NA,1,2.333333333,1.666666667,0.942809042,"Pleuronectidae","4db55c0c-77b6-48f8-b7b6-1e5ff9c73787","Northeast Shelf","Northeast Ecosystem Monitoring (EcoMon)_Summer","midwater trawl","Northeast Shelf midwater trawl"
"Goosefish - Gulf of Maine / Northern Georges Bank","NEFMC / MAFMC","Monkfish","NEFSC","Northeast Shelf","Goosefish","Gulf of Maine / Northern Georges Bank",NA,2,NA,NA,NA,NA,"Lophius","americanus","Unknown","Unknown","Lophius americanus",0.25,NA,NA,2,2,1,2,3,2,3,NA,3,NA,1,2,2.333333333,1.666666667,"Lophiidae","377ff6cb-44b1-4c84-b4b4-4ae5cd63b960","Northeast Shelf","Bottom Trawl Survey_Fall","bottom trawl","Northeast Shelf bottom trawl"
"Goosefish - Southern Georges Bank / Mid-Atlantic","NEFMC / MAFMC","Monkfish","NEFSC","Northeast Shelf","Goosefish","Southern Georges Bank / Mid-Atlantic",NA,2,0.414000005,NA,NA,NA,"Lophius","americanus","Unknown","Unknown","Lophius americanus",0.25,NA,NA,2,2,1,2,3,2,3,NA,3,NA,1,2,2.333333333,1.666666667,"Lophiidae","377ff6cb-44b1-4c84-b4b4-4ae5cd63b960","Northeast Shelf","Bottom Trawl Survey_Fall","bottom trawl","Northeast Shelf bottom trawl"
"Walleye pollock - Bogoslof","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","AFSC","Alaska Ecosystem Complex","Walleye pollock","Bogoslof",NA,2,0,0,NA,NA,"Gadus","predictive","No","Unknown","Gadus chalcogrammus",NA,NA,NA,2,2,2,2,3,2,3,NA,3,2,NA,2.166666667,2.666666667,1.863389981,"Gadidae","dab8c606-129e-482a-8a57-100fe652a6c8","Alaska","MACE Bogoslof Pollock Acoustic Trawl_Winter","bottom trawl","Alaska bottom trawl"
"North Pacific spiny dogfish - Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","AFSC","Alaska Ecosystem Complex","North Pacific spiny dogfish","Gulf of Alaska",NA,2,0.397000015,0.397000015,NA,NA,"Squalus","suckleyi","Unknown","Unknown","Squalus suckleyi",NA,NA,NA,2,1,1,1,1,1,1,NA,3,NA,NA,1.166666667,2,2.088327348,"Squalidae","725bfe62-4c36-4a1d-8a18-68ff5dc10491","Alaska","GAP Gulf of Alaska Bottom Trawl_Summer","bottom trawl","Alaska bottom trawl"
"Northern anchovy - Southern Pacific Coast","PFMC","Coastal Pelagic Species","SWFSC","California Current","Northern anchovy","Southern Pacific Coast",NA,6,0.02,0.02,NA,NA,"Engraulis","mordax","No","Unknown","Engraulis mordax",0.5,NA,NA,3,3,3,3,2,3,3,NA,1,2,1,2.833333333,1.75,0.768295371,"Engraulidae","9afe14fa-dc5e-45b0-ab69-e1e77b04c4df","West Coast","California Current Ecosystem Survey (CCES)","acoustic-trawl","West Coast acoustic-trawl"
"Greater amberjack - Gulf of Mexico","GMFMC","Reef Fish Resources of the Gulf of Mexico","SEFSC","Gulf of Mexico","Greater amberjack","Gulf of Mexico",4,6,1.725999951,1.725999951,0.684000015,0.342000008,"Seriola","dumerili","Unknown","Unknown","Seriola dumerili",1.75,2,3,1,2,2,3,2,2,3,1,1,NA,1,2.142857143,1.75,1.138944194,"Carangidae","d95d697f-e9a8-4f6c-a746-a7bb76cb98db","Gulf of Mexico","Panama City Laboratory Reef Fish Trap/Video","visual","Gulf of Mexico visual"
"Greater amberjack - Gulf of Mexico","GMFMC","Reef Fish Resources of the Gulf of Mexico","SEFSC","Gulf of Mexico","Greater amberjack","Gulf of Mexico",4,6,1.725999951,1.725999951,0.684000015,0.342000008,"Seriola","dumerili","Unknown","Unknown","Seriola dumerili",1.75,2,3,1,2,2,3,2,2,3,1,1,NA,1,2.142857143,1.75,1.138944194,"Carangidae","d95d697f-e9a8-4f6c-a746-a7bb76cb98db","Gulf of Mexico","SEAMAP Reef Fish Camera/Trap","visual","Gulf of Mexico visual"
"Greater amberjack - Gulf of Mexico","GMFMC","Reef Fish Resources of the Gulf of Mexico","SEFSC","Gulf of Mexico","Greater amberjack","Gulf of Mexico",4,6,1.725999951,1.725999951,0.684000015,0.342000008,"Seriola","dumerili","Unknown","Unknown","Seriola dumerili",1.75,2,3,1,2,2,3,2,2,3,1,1,NA,1,2.142857143,1.75,1.138944194,"Carangidae","d95d697f-e9a8-4f6c-a746-a7bb76cb98db","Gulf of Mexico","Fishery Independent Survey - Florida Fish & Wildlife Research Institute Video Survey (Part of three-survey abundance index)","visual","Gulf of Mexico visual"
"Black sea bass - Mid-Atlantic Coast","MAFMC","Summer Flounder, Scup and Black Sea Bass","NEFSC","Northeast Shelf","Black sea bass","Mid-Atlantic Coast",NA,6,0.84799999,0.84799999,4.123000145,2.061000109,"Centropristis","striata","No","No","Centropristis striata",1.25,2,2,3,3,2,3,3,3,3,NA,1,1,1,2.714285714,1.6,0.664554477,"Serranidae","eb6f54bf-3182-4d3a-9f16-602759c76db0","Northeast Shelf","Bottom Trawl Survey_Spring","bottom trawl","Northeast Shelf bottom trawl"
"Black sea bass - Mid-Atlantic Coast","MAFMC","Summer Flounder, Scup and Black Sea Bass","NEFSC","Northeast Shelf","Black sea bass","Mid-Atlantic Coast",NA,6,0.84799999,0.84799999,4.123000145,2.061000109,"Centropristis","striata","No","No","Centropristis striata",1.25,2,2,3,3,2,3,3,3,3,NA,1,1,1,2.714285714,1.6,0.664554477,"Serranidae","eb6f54bf-3182-4d3a-9f16-602759c76db0","Northeast Shelf","Massachusetts DMF Bottom Trawl_Fall","bottom trawl","Northeast Shelf bottom trawl"
"Black sea bass - Mid-Atlantic Coast","MAFMC","Summer Flounder, Scup and Black Sea Bass","NEFSC","Northeast Shelf","Black sea bass","Mid-Atlantic Coast",NA,6,0.84799999,0.84799999,4.123000145,2.061000109,"Centropristis","striata","No","No","Centropristis striata",1.25,2,2,3,3,2,3,3,3,3,NA,1,1,1,2.714285714,1.6,0.664554477,"Serranidae","eb6f54bf-3182-4d3a-9f16-602759c76db0","Northeast Shelf","Massachusetts DMF Bottom Trawl_Spring","bottom trawl","Northeast Shelf bottom trawl"
"Black sea bass - Mid-Atlantic Coast","MAFMC","Summer Flounder, Scup and Black Sea Bass","NEFSC","Northeast Shelf","Black sea bass","Mid-Atlantic Coast",NA,6,0.84799999,0.84799999,4.123000145,2.061000109,"Centropristis","striata","No","No","Centropristis striata",1.25,2,2,3,3,2,3,3,3,3,NA,1,1,1,2.714285714,1.6,0.664554477,"Serranidae","eb6f54bf-3182-4d3a-9f16-602759c76db0","Northeast Shelf","Northeast Area Monitoring and Assessment Program (NEAMAP)_Spring (MDMR/VIMS)","bottom trawl","Northeast Shelf bottom trawl"
"Black sea bass - Mid-Atlantic Coast","MAFMC","Summer Flounder, Scup and Black Sea Bass","NEFSC","Northeast Shelf","Black sea bass","Mid-Atlantic Coast",NA,6,0.84799999,0.84799999,4.123000145,2.061000109,"Centropristis","striata","No","No","Centropristis striata",1.25,2,2,3,3,2,3,3,3,3,NA,1,1,1,2.714285714,1.6,0.664554477,"Serranidae","eb6f54bf-3182-4d3a-9f16-602759c76db0","Northeast Shelf","CT bottom trawl survey spring and fall","bottom trawl","Northeast Shelf bottom trawl"
"Black sea bass - Mid-Atlantic Coast","MAFMC","Summer Flounder, Scup and Black Sea Bass","NEFSC","Northeast Shelf","Black sea bass","Mid-Atlantic Coast",NA,6,0.84799999,0.84799999,4.123000145,2.061000109,"Centropristis","striata","No","No","Centropristis striata",1.25,2,2,3,3,2,3,3,3,3,NA,1,1,1,2.714285714,1.6,0.664554477,"Serranidae","eb6f54bf-3182-4d3a-9f16-602759c76db0","Northeast Shelf","DE DFW spring trawl","bottom trawl","Northeast Shelf bottom trawl"
"Black sea bass - Mid-Atlantic Coast","MAFMC","Summer Flounder, Scup and Black Sea Bass","NEFSC","Northeast Shelf","Black sea bass","Mid-Atlantic Coast",NA,6,0.84799999,0.84799999,4.123000145,2.061000109,"Centropristis","striata","No","No","Centropristis striata",1.25,2,2,3,3,2,3,3,3,3,NA,1,1,1,2.714285714,1.6,0.664554477,"Serranidae","eb6f54bf-3182-4d3a-9f16-602759c76db0","Northeast Shelf","Maryland DNR inshore trawl survey","bottom trawl","Northeast Shelf bottom trawl"
"Black sea bass - Mid-Atlantic Coast","MAFMC","Summer Flounder, Scup and Black Sea Bass","NEFSC","Northeast Shelf","Black sea bass","Mid-Atlantic Coast",NA,6,0.84799999,0.84799999,4.123000145,2.061000109,"Centropristis","striata","No","No","Centropristis striata",1.25,2,2,3,3,2,3,3,3,3,NA,1,1,1,2.714285714,1.6,0.664554477,"Serranidae","eb6f54bf-3182-4d3a-9f16-602759c76db0","Northeast Shelf","New Jersey DEP spring bottom trawl","bottom trawl","Northeast Shelf bottom trawl"
"Black sea bass - Mid-Atlantic Coast","MAFMC","Summer Flounder, Scup and Black Sea Bass","NEFSC","Northeast Shelf","Black sea bass","Mid-Atlantic Coast",NA,6,0.84799999,0.84799999,4.123000145,2.061000109,"Centropristis","striata","No","No","Centropristis striata",1.25,2,2,3,3,2,3,3,3,3,NA,1,1,1,2.714285714,1.6,0.664554477,"Serranidae","eb6f54bf-3182-4d3a-9f16-602759c76db0","Northeast Shelf","New York DEC juvenile seine","inshore net","Northeast Shelf inshore net"
"Black sea bass - Mid-Atlantic Coast","MAFMC","Summer Flounder, Scup and Black Sea Bass","NEFSC","Northeast Shelf","Black sea bass","Mid-Atlantic Coast",NA,6,0.84799999,0.84799999,4.123000145,2.061000109,"Centropristis","striata","No","No","Centropristis striata",1.25,2,2,3,3,2,3,3,3,3,NA,1,1,1,2.714285714,1.6,0.664554477,"Serranidae","eb6f54bf-3182-4d3a-9f16-602759c76db0","Northeast Shelf","Rhode Island DFW spring trawl","bottom trawl","Northeast Shelf bottom trawl"
"Black sea bass - Mid-Atlantic Coast","MAFMC","Summer Flounder, Scup and Black Sea Bass","NEFSC","Northeast Shelf","Black sea bass","Mid-Atlantic Coast",NA,6,0.84799999,0.84799999,4.123000145,2.061000109,"Centropristis","striata","No","No","Centropristis striata",1.25,2,2,3,3,2,3,3,3,3,NA,1,1,1,2.714285714,1.6,0.664554477,"Serranidae","eb6f54bf-3182-4d3a-9f16-602759c76db0","Northeast Shelf","VIMS ChesMMAP bottom trawl","bottom trawl","Northeast Shelf bottom trawl"
"Atlantic cod - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Atlantic cod","Georges Bank",NA,2,NA,NA,NA,NA,"Gadus","morhua","Unknown","Unknown","Gadus morhua",1.25,NA,NA,2,2,2,2,3,2,3,NA,3,NA,1,2.166666667,2.333333333,1.572330189,"Gadidae","bba1800a-dd86-451d-a79b-c5944cfe5231","Northeast Shelf","Bottom Trawl Survey_Fall","bottom trawl","Northeast Shelf bottom trawl"
"Atlantic cod - Georges Bank","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Atlantic cod","Georges Bank",NA,2,NA,NA,NA,NA,"Gadus","morhua","Unknown","Unknown","Gadus morhua",1.25,NA,NA,2,2,2,2,3,2,3,NA,3,NA,1,2.166666667,2.333333333,1.572330189,"Gadidae","bba1800a-dd86-451d-a79b-c5944cfe5231","Northeast Shelf","Bottom Trawl Survey_Spring","bottom trawl","Northeast Shelf bottom trawl"
"Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Atlantic cod","Gulf of Maine",NA,6,NA,NA,NA,NA,"Gadus","morhua","Unknown","Unknown","Gadus morhua",1.25,NA,NA,2,2,2,2,3,2,3,NA,1,NA,1,2.166666667,1.666666667,1.067187373,"Gadidae","bba1800a-dd86-451d-a79b-c5944cfe5231","Northeast Shelf","Bottom Trawl Survey_Fall","bottom trawl","Northeast Shelf bottom trawl"
"Atlantic cod - Gulf of Maine","NEFMC","Northeast Multispecies","NEFSC","Northeast Shelf","Atlantic cod","Gulf of Maine",NA,6,NA,NA,NA,NA,"Gadus","morhua","Unknown","Unknown","Gadus morhua",1.25,NA,NA,2,2,2,2,3,2,3,NA,1,NA,1,2.166666667,1.666666667,1.067187373,"Gadidae","bba1800a-dd86-451d-a79b-c5944cfe5231","Northeast Shelf","Bottom Trawl Survey_Spring","bottom trawl","Northeast Shelf bottom trawl"
"Lingcod - Northern Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Lingcod","Northern Pacific Coast",NA,6,0.261999995,0.261999995,2.565999985,1.603999972,"Ophiodon","elongatus","No","No","Ophiodon elongatus",NA,2,3,3,2,2,2,2,2,3,NA,1,1,NA,2.285714286,1.75,1.035714286,"Hexagrammidae","96273a43-84d7-477a-9132-0c3f01565a57","West Coast","West Coast Groundfish Bottom Trawl","bottom trawl","West Coast bottom trawl"
"Lingcod - Northern Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Lingcod","Northern Pacific Coast",NA,6,0.261999995,0.261999995,2.565999985,1.603999972,"Ophiodon","elongatus","No","No","Ophiodon elongatus",NA,2,3,3,2,2,2,2,2,3,NA,1,1,NA,2.285714286,1.75,1.035714286,"Hexagrammidae","96273a43-84d7-477a-9132-0c3f01565a57","West Coast","AFSC/NWFSC shelf bottom trawl survey","bottom trawl","West Coast bottom trawl"
"Lingcod - Southern Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Lingcod","Southern Pacific Coast",NA,6,0.351000011,0.351000011,1.575000048,0.985000014,"Ophiodon","elongatus","No","No","Ophiodon elongatus",NA,2,3,3,2,2,2,2,2,3,NA,1,1,NA,2.285714286,1.75,1.035714286,"Hexagrammidae","96273a43-84d7-477a-9132-0c3f01565a57","West Coast","West Coast Groundfish Bottom Trawl","bottom trawl","West Coast bottom trawl"
"Lingcod - Southern Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Lingcod","Southern Pacific Coast",NA,6,0.351000011,0.351000011,1.575000048,0.985000014,"Ophiodon","elongatus","No","No","Ophiodon elongatus",NA,2,3,3,2,2,2,2,2,3,NA,1,1,NA,2.285714286,1.75,1.035714286,"Hexagrammidae","96273a43-84d7-477a-9132-0c3f01565a57","West Coast","West Coast Rockfish Hook and Line","hook and line","West Coast hook and line"
"Lingcod - Southern Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Lingcod","Southern Pacific Coast",NA,6,0.351000011,0.351000011,1.575000048,0.985000014,"Ophiodon","elongatus","No","No","Ophiodon elongatus",NA,2,3,3,2,2,2,2,2,3,NA,1,1,NA,2.285714286,1.75,1.035714286,"Hexagrammidae","96273a43-84d7-477a-9132-0c3f01565a57","West Coast","AFSC/NWFSC shelf bottom trawl survey","bottom trawl","West Coast bottom trawl"
"Spiny dogfish - Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Spiny dogfish","Pacific Coast",NA,6,0.432000011,0.432000011,1.672000051,1.044999957,"Squalus","acanthias","No","No","Squalus acanthias",NA,2,3,2,2,1,1,1,1,1,NA,1,1,NA,1.571428571,1.25,1.450281465,"Squalidae","3e1c55e3-f0ad-4bd1-aea9-a401c87d4ee3","West Coast","West Coast Groundfish Bottom Trawl","bottom trawl","West Coast bottom trawl"
"Spiny dogfish - Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Spiny dogfish","Pacific Coast",NA,6,0.432000011,0.432000011,1.672000051,1.044999957,"Squalus","acanthias","No","No","Squalus acanthias",NA,2,3,2,2,1,1,1,1,1,NA,1,1,NA,1.571428571,1.25,1.450281465,"Squalidae","3e1c55e3-f0ad-4bd1-aea9-a401c87d4ee3","Alaska","AFSC slope trawl survey","bottom trawl","Alaska bottom trawl"
"Spiny dogfish - Pacific Coast","PFMC","Pacific Coast Groundfish","NWFSC / SWFSC","California Current","Spiny dogfish","Pacific Coast",NA,6,0.432000011,0.432000011,1.672000051,1.044999957,"Squalus","acanthias","No","No","Squalus acanthias",NA,2,3,2,2,1,1,1,1,1,NA,1,1,NA,1.571428571,1.25,1.450281465,"Squalidae","3e1c55e3-f0ad-4bd1-aea9-a401c87d4ee3","West Coast","AFSC/NWFSC shelf bottom trawl survey","bottom trawl","West Coast bottom trawl"
